0.8,15.4226
3.0,15.4226
5.0,15.4226
7.0,15.4226
9.0,15.4226
11.0,15.4226
13.0,15.4226
15.0,15.4226
17.0,15.4226
19.0,15.4226
21.0,15.4226
23.0,15.4226
25.0,15.4226
27.0,15.4226
29.0,15.4226
31.0,15.4226
33.0056,15.4983
34.9932,15.7451
36.9244,16.2247
38.7797,16.9291
40.5395,17.8502
42.1843,18.9799
43.691,20.309
45.0201,21.8157
46.1498,23.4605
47.0709,25.2203
47.7753,27.0756
48.2549,29.0068
48.5017,30.9944
48.5774,33.0
48.5774,35.0
48.5774,37.0
48.5774,39.0
48.5774,41.0
48.5774,43.0
48.5774,45.0
48.5774,47.0
48.5774,49.0
48.5774,51.0
48.5774,53.0
48.5774,55.0
48.5774,57.0
48.5774,59.0
48.5774,61.2226
48.5774,63.2226
